500,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0,22300061,1610612747,LAL,Los Angeles,1627752,Taurean Prince,Taurean,29.88333333,6,8,0.75,4,6,0.667,2,2,1,1,2,3,1,0,1,1,0,18,-14
1,22300061,1610612747,LAL,Los Angeles,2544,LeBron James,LeBron,29.01666667,10,16,0.625,1,4,0.25,0,1,0,1,7,8,5,1,0,0,1,21,7
2,22300061,1610612747,LAL,Los Angeles,203076,Anthony Davis,Anthony,34.15,6,17,0.353,1,2,0.5,4,4,1,1,7,8,4,0,2,2,3,17,-17
3,22300061,1610612747,LAL,Los Angeles,1630559,Austin Reaves,Austin,31.33333333,4,11,0.364,1,2,0.5,5,7,0.714,4,4,8,4,2,0,2,2,14,-14
4,22300061,1610612747,LAL,Los Angeles,1626156,D'Angelo Russell,D'Angelo,36.18333333,4,12,0.333,2,5,0.4,1,2,0.5,0,4,4,7,1,0,3,3,11,1
5,22300061,1610612747,LAL,Los Angeles,1629060,Rui Hachimura,Rui,14.63333333,3,10,0.3,0,3,0,0,0,0,2,1,3,0,0,0,0,2,6,-8
6,22300061,1610612747,LAL,Los Angeles,1629216,Gabe Vincent,Gabe,22.3,3,8,0.375,0,4,0,0,0,0,1,0,1,2,1,0,2,3,6,-17
7,22300061,1610612747,LAL,Los Angeles,1629637,Jaxson Hayes,Jaxson,6.9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-7
8,22300061,1610612747,LAL,Los Angeles,1629629,Cam Reddish,Cam,17.63333333,2,4,0.5,1,2,0.5,2,2,1,2,2,4,0,0,1,0,2,7,7
9,22300061,1610612747,LAL,Los Angeles,1626174,Christian Wood,Christian,15.46666667,3,4,0.75,0,1,0,1,2,0.5,1,3,4,0,0,0,1,1,7,2
10,22300061,1610612747,LAL,Los Angeles,1631108,Max Christie,Max,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,22300061,1610612747,LAL,Los Angeles,1641721,Maxwell Lewis,Maxwell,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,22300061,1610612743,DEN,Denver,1629008,Michael Porter Jr.,Michael,30.11666667,5,13,0.385,2,9,0.222,0,0,0,2,10,12,2,2,0,0,1,12,12
13,22300061,1610612743,DEN,Denver,203932,Aaron Gordon,Aaron,34.96666667,7,11,0.636,1,2,0.5,0,0,0,2,5,7,5,2,1,0,0,15,6
14,22300061,1610612743,DEN,Denver,203999,Nikola Jokic,Nikola,36.25,12,22,0.545,3,5,0.6,2,4,0.5,3,10,13,11,1,1,2,2,29,15
15,22300061,1610612743,DEN,Denver,203484,Kentavious Caldwell-Pope,Kentavious,36.23333333,8,12,0.667,2,3,0.667,2,2,1,1,1,2,1,3,1,3,5,20,10
16,22300061,1610612743,DEN,Denver,1627750,Jamal Murray,Jamal,34.23333333,8,13,0.615,3,5,0.6,2,2,1,0,2,2,6,0,1,1,3,21,3
17,22300061,1610612743,DEN,Denver,202704,Reggie Jackson,Reggie,24.06666667,3,8,0.375,2,5,0.4,0,0,0,0,3,3,1,1,0,2,0,8,11
18,22300061,1610612743,DEN,Denver,1631212,Peyton Watson,Peyton,10.85,1,3,0.333,1,3,0.333,0,0,0,0,0,0,0,0,1,1,1,3,1
19,22300061,1610612743,DEN,Denver,1630192,Zeke Nnaji,Zeke,11.75,1,3,0.333,0,1,0,2,2,1,0,0,0,1,0,0,1,2,4,-3
20,22300061,1610612743,DEN,Denver,1631128,Christian Braun,Christian,19.33333333,2,5,0.4,0,1,0,1,2,0.5,1,2,3,2,0,1,1,1,5,5
21,22300061,1610612743,DEN,Denver,1631221,Collin Gillespie,Collin,0.733333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,22300061,1610612743,DEN,Denver,1630296,Braxton Key,Braxton,0.733333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,22300061,1610612743,DEN,Denver,1629618,Jalen Pickett,Jalen,0.733333333,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,22300062,1610612756,PHX,Phoenix,1629006,Josh Okogie,Josh,31.63333333,7,9,0.778,1,1,1,2,2,1,4,1,5,1,1,0,2,2,17,2
1,22300062,1610612756,PHX,Phoenix,201142,Kevin Durant,Kevin,36.78333333,7,22,0.318,1,2,0.5,3,5,0.6,2,9,11,3,0,1,2,1,18,0
2,22300062,1610612756,PHX,Phoenix,203994,Jusuf Nurkic,Jusuf,27.86666667,5,8,0.625,1,2,0.5,3,3,1,3,11,14,3,0,1,1,5,14,2
3,22300062,1610612756,PHX,Phoenix,1628960,Grayson Allen,Grayson,20.91666667,0,6,0,0,5,0,0,0,0,3,1,4,2,0,0,1,2,0,-4
4,22300062,1610612756,PHX,Phoenix,1626164,Devin Booker,Devin,36.96666667,13,21,0.619,3,8,0.375,3,3,1,1,5,6,8,1,0,6,4,32,5
5,22300062,1610612756,PHX,Phoenix,201569,Eric Gordon,Eric,31.65,4,16,0.25,2,9,0.222,0,0,0,1,3,4,1,1,1,1,2,10,6
6,22300062,1610612756,PHX,Phoenix,1629234,Drew Eubanks,Drew,19.23333333,1,3,0.333,0,0,0,2,4,0.5,2,5,7,2,0,3,3,3,4,-2
7,22300062,1610612756,PHX,Phoenix,1629139,Yuta Watanabe,Yuta,17.88333333,3,5,0.6,2,4,0.5,0,0,0,0,4,4,0,0,1,1,2,8,7
8,22300062,1610612756,PHX,Phoenix,1630692,Jordan Goodwin,Jordan,14.18333333,1,4,0.25,0,1,0,0,0,0,1,3,4,3,1,0,2,0,2,7
9,22300062,1610612756,PHX,Phoenix,1629642,Nassir Little,Nassir,2.883333333,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,3,-3
15,22300062,1610612744,GSW,Golden State,202691,Klay Thompson,Klay,36.26666667,6,18,0.333,3,11,0.273,0,0,0,1,6,7,3,0,1,3,3,15,9
16,22300062,1610612744,GSW,Golden State,203952,Andrew Wiggins,Andrew,27.28333333,4,12,0.333,0,3,0,2,3,0.667,1,0,1,0,0,1,0,3,10,-22
17,22300062,1610612744,GSW,Golden State,1626172,Kevon Looney,Kevon,27.96666667,3,6,0.5,0,0,0,1,1,1,5,6,11,1,0,0,2,2,7,-11
18,22300062,1610612744,GSW,Golden State,101108,Chris Paul,Chris,34.21666667,4,15,0.267,0,6,0,6,7,0.857,1,5,6,9,2,0,1,0,14,5
19,22300062,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,30.75,8,20,0.4,4,14,0.286,7,7,1,1,4,5,1,1,0,2,5,27,-9
20,22300062,1610612744,GSW,Golden State,1630228,Jonathan Kuminga,Jonathan,20.13333333,4,8,0.5,0,0,0,4,6,0.667,3,3,6,1,2,1,2,5,12,4
21,22300062,1610612744,GSW,Golden State,1627780,Gary Payton II,Gary,21.66666667,0,5,0,0,2,0,1,2,0.5,0,2,2,2,3,0,0,1,1,15
22,22300062,1610612744,GSW,Golden State,1630541,Moses Moody,Moses,17.98333333,4,6,0.667,2,4,0.5,1,2,0.5,1,2,3,0,3,1,1,1,11,-6
23,22300062,1610612744,GSW,Golden State,203967,Dario Saric,Dario,20.03333333,3,11,0.273,1,3,0.333,0,0,0,4,3,7,1,0,2,0,3,7,7
24,22300062,1610612744,GSW,Golden State,202709,Cory Joseph,Cory,3.7,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,-12
0,22300074,1610612757,POR,Portland,1629680,Matisse Thybulle,Matisse,20.08333333,3,7,0.429,2,6,0.333,0,0,0,1,0,1,1,1,0,2,0,8,-12
1,22300074,1610612757,POR,Portland,203924,Jerami Grant,Jerami,29.95,5,12,0.417,0,4,0,3,4,0.75,2,1,3,1,0,1,3,1,13,-22
2,22300074,1610612757,POR,Portland,1629028,Deandre Ayton,Deandre,23.08333333,2,4,0.5,0,0,0,0,0,0,3,9,12,1,3,1,3,5,4,-5
3,22300074,1610612757,POR,Portland,1629014,Anfernee Simons,Anfernee,27.36666667,6,14,0.429,2,6,0.333,4,4,1,1,1,2,4,2,0,0,2,18,-27
4,22300074,1610612757,POR,Portland,1630703,Scoot Henderson,Scoot,35.83333333,5,11,0.455,0,3,0,1,1,1,1,2,3,4,0,0,4,2,11,-16
5,22300074,1610612757,POR,Portland,1629057,Robert Williams III,Robert,23.21666667,5,7,0.714,0,0,0,0,1,0,2,5,7,0,3,1,2,4,10,-23
6,22300074,1610612757,POR,Portland,1631101,Shaedon Sharpe,Shaedon,28.48333333,6,14,0.429,1,6,0.167,1,1,1,4,2,6,3,1,0,0,4,14,10
7,22300074,1610612757,POR,Portland,1641739,Toumani Camara,Toumani,15.85,2,5,0.4,2,2,1,1,2,0.5,0,2,2,1,0,1,0,2,7,13
8,22300074,1610612757,POR,Portland,1627763,Malcolm Brogdon,Malcolm,22.65,8,16,0.5,3,5,0.6,1,1,1,0,2,2,5,0,0,1,0,20,-5
9,22300074,1610612757,POR,Portland,1631133,Jabari Walker,Jabari,6.35,2,3,0.667,0,0,0,2,3,0.667,1,0,1,0,0,0,2,0,6,12
10,22300074,1610612757,POR,Portland,1631200,Kris Murray,Kris,5.3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,12
11,22300074,1610612757,POR,Portland,1641712,Rayan Rupert,Rayan,1.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
13,22300074,1610612746,LAC,LA,203496,Robert Covington,Robert,23.16666667,2,5,0.4,1,4,0.25,0,0,0,1,3,4,2,3,1,0,2,5,26
14,22300074,1610612746,LAC,LA,202695,Kawhi Leonard,Kawhi,28.71666667,9,17,0.529,5,5,1,0,0,0,1,4,5,6,1,1,4,2,23,25
15,22300074,1610612746,LAC,LA,1627826,Ivica Zubac,Ivica,25.6,8,10,0.8,0,0,0,4,5,0.8,5,7,12,0,0,4,2,3,20,25
16,22300074,1610612746,LAC,LA,202331,Paul George,Paul,31.63333333,11,17,0.647,4,7,0.571,1,1,1,0,3,3,6,3,0,4,2,27,23
17,22300074,1610612746,LAC,LA,201566,Russell Westbrook,Russell,28.8,5,8,0.625,1,2,0.5,0,0,0,2,3,5,13,0,0,3,3,11,30
18,22300074,1610612746,LAC,LA,1626181,Norman Powell,Norman,22.9,2,6,0.333,2,5,0.4,2,2,1,0,3,3,1,0,0,2,0,8,-4
19,22300074,1610612746,LAC,LA,1630538,Bones Hyland,Bones,21.76666667,6,11,0.545,3,8,0.375,2,2,1,0,0,0,3,0,0,2,4,17,-4
20,22300074,1610612746,LAC,LA,203486,Mason Plumlee,Mason,17.51666667,2,4,0.5,0,0,0,2,4,0.5,3,5,8,2,0,0,0,0,6,-6
21,22300074,1610612746,LAC,LA,1630231,KJ Martin,KJ,13.58333333,0,4,0,0,2,0,0,0,0,1,0,1,1,1,0,0,2,0,-17
22,22300074,1610612746,LAC,LA,201587,Nicolas Batum,Nicolas,9.15,0,0,0,0,0,0,0,0,0,0,3,3,1,1,1,0,0,0,-2
23,22300074,1610612746,LAC,LA,1641738,Kobe Brown,Kobe,5.3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-12
24,22300074,1610612746,LAC,LA,1631217,Moussa Diabate,Moussa,4.033333333,1,3,0.333,0,0,0,0,0,0,1,0,1,0,2,0,0,0,2,-10
25,22300074,1610612746,LAC,LA,1629599,Amir Coffey,Amir,3.933333333,0,1,0,0,0,0,2,2,1,0,0,0,1,0,0,0,0,2,-7
26,22300074,1610612746,LAC,LA,1641757,Jordan Miller,Jordan,3.933333333,1,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-7
0,22300073,1610612742,DAL,Dallas,1627884,Derrick Jones Jr.,Derrick,11.5,0,3,0,0,2,0,1,2,0.5,0,1,1,0,0,0,1,0,1,-1
1,22300073,1610612742,DAL,Dallas,1629684,Grant Williams,Grant,35.16666667,6,11,0.545,4,8,0.5,1,1,1,1,5,6,0,0,1,3,4,17,2
2,22300073,1610612742,DAL,Dallas,1628467,Maxi Kleber,Maxi,23.05,2,7,0.286,2,5,0.4,0,0,0,2,5,7,2,0,1,0,3,6,-12
3,22300073,1610612742,DAL,Dallas,1629029,Luka Doncic,Luka,34.25,13,25,0.52,3,11,0.273,4,7,0.571,1,12,13,10,2,0,4,1,33,4
4,22300073,1610612742,DAL,Dallas,202681,Kyrie Irving,Kyrie,36.25,10,24,0.417,1,8,0.125,1,1,1,0,2,2,6,1,0,2,3,22,1
5,22300073,1610612742,DAL,Dallas,203501,Tim Hardaway Jr.,Tim,27.91666667,5,14,0.357,3,10,0.3,4,4,1,2,4,6,4,1,0,1,0,17,9
6,22300073,1610612742,DAL,Dallas,1641726,Dereck Lively II,Dereck,30.66666667,7,8,0.875,0,0,0,2,3,0.667,5,5,10,1,1,1,1,4,16,20
7,22300073,1610612742,DAL,Dallas,1630182,Josh Green,Josh,29.86666667,3,5,0.6,2,2,1,3,4,0.75,2,0,2,1,1,0,0,4,11,4
8,22300073,1610612742,DAL,Dallas,203957,Dante Exum,Dante,7.583333333,1,2,0.5,0,1,0,1,1,1,0,1,1,0,0,0,0,1,3,4
9,22300073,1610612742,DAL,Dallas,203552,Seth Curry,Seth,3.766666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
15,22300073,1610612759,SAS,San Antonio,1629640,Keldon Johnson,Keldon,31.75,7,15,0.467,1,3,0.333,2,3,0.667,2,7,9,7,0,0,3,4,17,0
16,22300073,1610612759,SAS,San Antonio,1641705,Victor Wembanyama,Victor,23.31666667,6,9,0.667,3,5,0.6,0,1,0,0,5,5,2,2,1,5,5,15,0
17,22300073,1610612759,SAS,San Antonio,1628380,Zach Collins,Zach,31.93333333,6,10,0.6,0,4,0,2,2,1,1,4,5,3,1,2,3,4,14,-4
18,22300073,1610612759,SAS,San Antonio,1630170,Devin Vassell,Devin,35.25,9,17,0.529,1,6,0.167,4,5,0.8,1,4,5,3,2,0,2,2,23,4
19,22300073,1610612759,SAS,San Antonio,1631110,Jeremy Sochan,Jeremy,28.7,4,12,0.333,2,4,0.5,3,6,0.5,3,5,8,5,1,0,3,4,13,-10
20,22300073,1610612759,SAS,San Antonio,1626224,Cedi Osman,Cedi,22.26666667,5,10,0.5,2,6,0.333,0,0,0,0,0,0,2,0,1,0,2,12,-11
21,22300073,1610612759,SAS,San Antonio,1629646,Charles Bassey,Charles,13.05,1,1,1,0,0,0,0,0,0,1,4,5,2,1,0,1,0,2,-6
22,22300073,1610612759,SAS,San Antonio,1630200,Tre Jones,Tre,25.1,5,7,0.714,2,3,0.667,4,4,1,1,4,5,6,0,0,1,0,16,1
23,22300073,1610612759,SAS,San Antonio,1631103,Malaki Branham,Malaki,17.75,3,7,0.429,0,3,0,1,1,1,0,2,2,2,1,0,1,1,7,-2
24,22300073,1610612759,SAS,San Antonio,203926,Doug McDermott,Doug,10.93333333,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,-7
0,22300072,1610612758,SAC,Sacramento,203084,Harrison Barnes,Harrison,33.45,11,16,0.688,5,7,0.714,6,6,1,0,4,4,2,1,0,1,2,33,10
1,22300072,1610612758,SAC,Sacramento,1631099,Keegan Murray,Keegan,29.68333333,5,13,0.385,4,9,0.444,1,1,1,2,6,8,1,1,2,0,4,15,12
2,22300072,1610612758,SAC,Sacramento,1627734,Domantas Sabonis,Domantas,32.13333333,8,14,0.571,1,2,0.5,5,7,0.714,6,6,12,5,1,2,3,3,22,5
3,22300072,1610612758,SAC,Sacramento,1628989,Kevin Huerter,Kevin,23.56666667,3,9,0.333,1,5,0.2,0,0,0,2,3,5,2,0,0,1,3,7,6
4,22300072,1610612758,SAC,Sacramento,1628368,De'Aaron Fox,De'Aaron,32.95,6,18,0.333,1,7,0.143,5,6,0.833,2,3,5,6,1,1,3,4,18,14
5,22300072,1610612758,SAC,Sacramento,1630558,Davion Mitchell,Davion,13.83333333,0,3,0,0,2,0,0,0,0,0,3,3,4,0,0,1,3,0,4
6,22300072,1610612758,SAC,Sacramento,1628426,Sasha Vezenkov,Sasha,15.6,3,6,0.5,2,5,0.4,0,0,0,1,1,2,0,2,0,0,1,8,9
7,22300072,1610612758,SAC,Sacramento,1628370,Malik Monk,Malik,23.11666667,4,12,0.333,2,9,0.222,0,0,0,1,1,2,7,0,2,2,2,10,12
8,22300072,1610612758,SAC,Sacramento,201580,JaVale McGee,JaVale,13.45,4,4,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,8,13
9,22300072,1610612758,SAC,Sacramento,1630537,Chris Duarte,Chris,14.73333333,3,5,0.6,3,4,0.75,0,0,0,1,1,2,1,0,0,0,3,9,5
10,22300072,1610612758,SAC,Sacramento,203458,Alex Len,Alex,2.416666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
11,22300072,1610612758,SAC,Sacramento,1630259,Jordan Ford,Jordan,1.266666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
12,22300072,1610612758,SAC,Sacramento,1630556,Kessler Edwards,Kessler,1.266666667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
13,22300072,1610612758,SAC,Sacramento,1641732,Colby Jones,Colby,1.266666667,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-2
14,22300072,1610612758,SAC,Sacramento,1631165,Keon Ellis,Keon,1.266666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
15,22300072,1610612762,UTA,Utah,1628374,Lauri Markkanen,Lauri,31.6,6,15,0.4,2,6,0.333,5,6,0.833,2,8,10,1,2,0,1,1,19,-7
16,22300072,1610612762,UTA,Utah,1628381,John Collins,John,30.93333333,6,11,0.545,1,3,0.333,2,2,1,3,8,11,2,1,0,0,3,15,-9
17,22300072,1610612762,UTA,Utah,1631117,Walker Kessler,Walker,22.16666667,4,5,0.8,0,0,0,0,0,0,4,4,8,0,0,1,1,3,8,-14
18,22300072,1610612762,UTA,Utah,203903,Jordan Clarkson,Jordan,30.73333333,8,16,0.5,2,5,0.4,6,8,0.75,2,2,4,6,0,0,2,4,24,-4
19,22300072,1610612762,UTA,Utah,1629659,Talen Horton-Tucker,Talen,21.8,3,9,0.333,2,4,0.5,0,0,0,0,1,1,4,0,1,1,1,8,-5
20,22300072,1610612762,UTA,Utah,203482,Kelly Olynyk,Kelly,16.65,2,3,0.667,0,0,0,1,1,1,3,3,6,4,1,0,1,3,5,-5
21,22300072,1610612762,UTA,Utah,1629012,Collin Sexton,Collin,19.96666667,2,9,0.222,0,2,0,5,7,0.714,0,3,3,0,0,0,3,3,9,-10
22,22300072,1610612762,UTA,Utah,1627739,Kris Dunn,Kris,15.73333333,3,6,0.5,0,1,0,2,4,0.5,0,1,1,2,2,0,4,0,8,-16
23,22300072,1610612762,UTA,Utah,1630534,Ochai Agbaji,Ochai,19.45,2,6,0.333,1,2,0.5,0,0,0,0,3,3,0,0,0,0,2,5,-11
24,22300072,1610612762,UTA,Utah,1641718,Keyonte George,Keyonte,18.88333333,3,5,0.6,1,3,0.333,1,1,1,0,2,2,2,0,0,1,0,8,-9
25,22300072,1610612762,UTA,Utah,1630209,Omer Yurtseven,Omer,2.416666667,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
26,22300072,1610612762,UTA,Utah,1641707,Taylor Hendricks,Taylor,2.416666667,0,0,0,0,0,0,1,2,0.5,0,1,1,0,0,0,0,0,1,2
27,22300072,1610612762,UTA,Utah,1631323,Simone Fontecchio,Simone,2.416666667,1,2,0.5,0,1,0,0,0,0,1,0,1,1,0,0,0,0,2,2
28,22300072,1610612762,UTA,Utah,1629677,Luka Samanic,Luka,2.416666667,1,2,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2
29,22300072,1610612762,UTA,Utah,1641729,Brice Sensabaugh,Brice,2.416666667,0,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,2
0,22300071,1610612740,NOP,New Orleans,1627742,Brandon Ingram,Brandon,35.93333333,7,18,0.389,0,3,0,5,6,0.833,0,7,7,6,2,0,5,3,19,-2
1,22300071,1610612740,NOP,New Orleans,1629627,Zion Williamson,Zion,31.71666667,9,17,0.529,0,0,0,5,7,0.714,4,3,7,3,0,0,3,1,23,-8
2,22300071,1610612740,NOP,New Orleans,202685,Jonas Valanciunas,Jonas,29.2,4,7,0.571,2,4,0.5,2,2,1,0,12,12,1,0,1,3,1,12,16
3,22300071,1610612740,NOP,New Orleans,1630529,Herbert Jones,Herbert,38.1,4,8,0.5,2,3,0.667,3,5,0.6,3,5,8,3,1,1,3,3,13,2
4,22300071,1610612740,NOP,New Orleans,203468,CJ McCollum,CJ,37.33333333,8,16,0.5,6,11,0.545,2,2,1,1,3,4,6,2,1,2,3,24,-1
5,22300071,1610612740,NOP,New Orleans,1630700,Dyson Daniels,Dyson,18.88333333,3,6,0.5,0,1,0,0,0,0,2,3,5,0,2,1,2,4,6,-2
6,22300071,1610612740,NOP,New Orleans,1630184,Kira Lewis Jr.,Kira,10.81666667,0,3,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0
7,22300071,1610612740,NOP,New Orleans,1626204,Larry Nance Jr.,Larry,14.93333333,1,2,0.5,0,0,0,0,0,0,1,7,8,0,1,0,2,1,2,-4
8,22300071,1610612740,NOP,New Orleans,1641722,Jordan Hawkins,Jordan,9.233333333,1,2,0.5,1,2,0.5,0,0,0,0,0,0,2,0,0,0,2,3,14
9,22300071,1610612740,NOP,New Orleans,1630346,Matt Ryan,Matt,13.86666667,3,6,0.5,3,6,0.5,0,0,0,0,1,1,1,0,0,0,2,9,20
13,22300071,1610612763,MEM,Memphis,1630533,Ziaire Williams,Ziaire,29.26666667,4,7,0.571,1,3,0.333,0,0,0,0,4,4,0,0,0,1,2,9,-8
14,22300071,1610612763,MEM,Memphis,1628991,Jaren Jackson Jr.,Jaren,35.71666667,2,9,0.222,0,5,0,4,4,1,1,4,5,3,0,5,3,5,8,-1
15,22300071,1610612763,MEM,Memphis,1630214,Xavier Tillman,Xavier,33.7,7,16,0.438,1,5,0.2,2,2,1,4,8,12,4,3,1,0,2,17,3
16,22300071,1610612763,MEM,Memphis,1630217,Desmond Bane,Desmond,36.13333333,11,22,0.5,5,10,0.5,4,5,0.8,0,5,5,5,2,1,2,1,31,6
17,22300071,1610612763,MEM,Memphis,203935,Marcus Smart,Marcus,32.1,6,11,0.545,2,6,0.333,3,6,0.5,0,0,0,3,2,0,5,3,17,3
18,22300071,1610612763,MEM,Memphis,1631223,David Roddy,David,27.88333333,4,7,0.571,1,3,0.333,0,0,0,1,4,5,2,0,0,1,2,9,-3
19,22300071,1610612763,MEM,Memphis,1628379,Luke Kennard,Luke,14.66666667,0,5,0,0,5,0,3,3,1,1,1,2,2,0,0,1,0,3,-14
20,22300071,1610612763,MEM,Memphis,1631222,Jake LaRavia,Jake,14.63333333,1,3,0.333,0,2,0,0,0,0,0,2,2,1,1,0,0,4,2,-11
21,22300071,1610612763,MEM,Memphis,201565,Derrick Rose,Derrick,15.9,3,11,0.273,2,4,0.5,0,0,0,1,1,2,3,0,0,0,0,8,-10
0,22300070,1610612760,OKC,Oklahoma City,1629652,Luguentz Dort,Luguentz,32.6,3,8,0.375,2,5,0.4,0,0,0,0,7,7,2,2,1,2,1,8,13
1,22300070,1610612760,OKC,Oklahoma City,1631114,Jalen Williams,Jalen,31.8,5,11,0.455,2,6,0.333,4,4,1,0,3,3,5,1,0,2,3,16,8
2,22300070,1610612760,OKC,Oklahoma City,1631096,Chet Holmgren,Chet,25.11666667,4,7,0.571,2,3,0.667,1,3,0.333,0,4,4,3,1,0,1,3,11,14
3,22300070,1610612760,OKC,Oklahoma City,1630581,Josh Giddey,Josh,31.78333333,7,14,0.5,2,3,0.667,0,0,0,1,5,6,6,0,0,3,1,16,19
4,22300070,1610612760,OKC,Oklahoma City,1628983,Shai Gilgeous-Alexander,Shai,36.01666667,12,18,0.667,2,5,0.4,5,5,1,0,5,5,10,1,2,1,0,31,19
5,22300070,1610612760,OKC,Oklahoma City,1631172,Ousmane Dieng,Ousmane,14.25,3,5,0.6,3,5,0.6,0,0,0,1,1,2,0,0,0,1,1,9,2
6,22300070,1610612760,OKC,Oklahoma City,1630598,Aaron Wiggins,Aaron,10.8,1,3,0.333,0,1,0,0,0,0,1,2,3,0,0,0,1,2,2,-4
7,22300070,1610612760,OKC,Oklahoma City,1630198,Isaiah Joe,Isaiah,21.6,4,8,0.5,3,6,0.5,3,4,0.75,1,4,5,2,1,0,2,2,14,14
8,22300070,1610612760,OKC,Oklahoma City,1630846,Olivier Sarr,Olivier,10.5,1,1,1,0,0,0,2,2,1,1,3,4,0,0,0,1,3,4,6
9,22300070,1610612760,OKC,Oklahoma City,1641717,Cason Wallace,Cason,19.03333333,5,5,1,3,3,1,0,0,0,0,2,2,1,0,1,1,3,13,9
10,22300070,1610612760,OKC,Oklahoma City,1630322,Lindy Waters III,Lindy,2.716666667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,22300070,1610612760,OKC,Oklahoma City,1630197,Aleksej Pokusevski,Aleksej,1.9,0,1,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0
12,22300070,1610612760,OKC,Oklahoma City,1630544,Tre Mann,Tre,1.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15,22300070,1610612741,CHI,Chicago,201942,DeMar DeRozan,DeMar,32.88333333,9,20,0.45,1,3,0.333,1,3,0.333,2,3,5,2,1,1,0,1,20,-29
16,22300070,1610612741,CHI,Chicago,1630172,Patrick Williams,Patrick,30.03333333,4,10,0.4,0,4,0,0,0,0,2,1,3,4,2,0,0,3,8,-3
17,22300070,1610612741,CHI,Chicago,202696,Nikola Vucevic,Nikola,31.95,5,8,0.625,0,2,0,1,1,1,1,8,9,4,3,2,4,2,11,-19
18,22300070,1610612741,CHI,Chicago,203897,Zach LaVine,Zach,24.71666667,4,16,0.25,2,9,0.222,6,6,1,0,4,4,3,0,0,4,3,16,1
19,22300070,1610612741,CHI,Chicago,1629632,Coby White,Coby,30.58333333,4,14,0.286,2,7,0.286,5,6,0.833,1,3,4,4,0,0,0,3,15,-8
20,22300070,1610612741,CHI,Chicago,1628975,Jevon Carter,Jevon,15.93333333,1,4,0.25,1,4,0.25,0,0,0,0,1,1,2,0,0,0,0,3,-15
21,22300070,1610612741,CHI,Chicago,1627936,Alex Caruso,Alex,19.61666667,2,5,0.4,1,4,0.25,1,2,0.5,0,2,2,3,2,0,1,1,6,-19
22,22300070,1610612741,CHI,Chicago,1628470,Torrey Craig,Torrey,21.68333333,4,6,0.667,3,4,0.75,0,0,0,4,3,7,1,0,0,1,2,11,-12
23,22300070,1610612741,CHI,Chicago,203083,Andre Drummond,Andre,15.96666667,3,4,0.75,0,0,0,0,0,0,3,2,5,1,1,0,1,1,6,-1
24,22300070,1610612741,CHI,Chicago,1630245,Ayo Dosunmu,Ayo,9.3,3,5,0.6,2,4,0.5,0,0,0,0,0,0,1,1,0,1,0,8,3
25,22300070,1610612741,CHI,Chicago,1641763,Julian Phillips,Julian,3.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,22300070,1610612741,CHI,Chicago,1631207,Dalen Terry,Dalen,3.666666667,0,2,0,0,1,0,0,0,0,0,2,2,1,0,0,0,0,0,1
