height,weight,wingspan,points_scored
198.33333333333334,100.15333333333332,208.28333333333333,0
198.33333333333334,100.15333333333332,208.28333333333333,2
195.58,94.31666666666666,213.36,14
195.58,94.31666666666666,213.36,27
195.58,94.31666666666666,213.36,1
195.58,94.31666666666666,213.36,0
199.81333333333336,98.33999999999999,216.74666666666667,11
192.83,90.59333333333332,210.82000000000002,11
195.58,95.13333333333333,207.01333333333332,22
188.17333333333332,91.42999999999999,207.01333333333332,0
194.1,94.38,202.35666666666668,24
194.1,94.38,202.35666666666668,9
194.1,94.38,202.35666666666668,8
195.37,92.50333333333333,203.84,24
194.9466666666667,90.50666666666666,207.43666666666664,17
194.9466666666667,90.50666666666666,207.43666666666664,8
194.31000000000003,88.22333333333334,201.72000000000003,8
194.31000000000003,88.22333333333334,201.72000000000003,31
194.31000000000003,88.22333333333334,201.72000000000003,13
194.31000000000003,88.22333333333334,201.72000000000003,0
192.82666666666668,92.44333333333334,211.88,16
192.82666666666668,92.44333333333334,211.88,15
192.82666666666668,92.44333333333334,211.88,3
195.79,92.29,200.44999999999996,30
195.79,92.29,200.44999999999996,4
195.79,92.29,200.44999999999996,8
195.15666666666667,93.75333333333333,203.83666666666667,15
195.15666666666667,93.75333333333333,203.83666666666667,2
189.6533333333333,89.86666666666667,204.04666666666665,5
199.17666666666665,94.19000000000001,204.89333333333335,0
195.36666666666667,92.58999999999999,204.47000000000003,10
195.36666666666667,92.58999999999999,204.47000000000003,5
192.375,93.77499999999999,201.76999999999998,9
192.375,93.77499999999999,201.76999999999998,12
192.83333333333334,92.47000000000001,205.10333333333335,15
192.82666666666668,92.46999999999998,205.95333333333335,16
192.82666666666668,92.46999999999998,205.95333333333335,8
192.82666666666668,92.46999999999998,205.95333333333335,3
193.04,90.41666666666667,203.20000000000002,12
194.94333333333336,91.04666666666667,206.16333333333333,23
195.15666666666667,94.44333333333334,207.01,24
195.15666666666667,94.44333333333334,207.01,4
194.94666666666663,94.13333333333333,213.99333333333334,11
191.98333333333335,92.06333333333333,208.27666666666667,22
195.37,95.67999999999999,207.22000000000003,39
195.37,95.67999999999999,207.22000000000003,2
191.98000000000002,91.38666666666666,200.44666666666663,23
194.73333333333335,94.87,205.3166666666667,17
194.5233333333333,92.83,212.72333333333336,8
199.17666666666665,94.19000000000001,204.89333333333335,7
188.17333333333332,91.42999999999999,207.01333333333332,4
199.81333333333336,98.33999999999999,216.74666666666667,13
199.81333333333336,98.33999999999999,216.74666666666667,13
199.81333333333336,98.33999999999999,216.74666666666667,4
194.1,94.38,202.35666666666668,41
194.1,94.38,202.35666666666668,10
194.1,94.38,202.35666666666668,7
189.2266666666667,85.36666666666666,197.06333333333336,0
192.40666666666667,90.23666666666666,203.20000000000002,25
192.40666666666667,90.23666666666666,203.20000000000002,34
192.40666666666667,90.23666666666666,203.20000000000002,9
192.82666666666668,92.44333333333334,211.88,2
196.85,96.91666666666667,200.02666666666664,28
196.85,96.91666666666667,200.02666666666664,17
195.15666666666667,94.44333333333334,207.01,31
192.375,93.77499999999999,201.76999999999998,18
197.06000000000003,93.16666666666667,205.74,20
197.06000000000003,93.16666666666667,205.74,16
194.94333333333336,91.04666666666667,206.16333333333333,12
194.94333333333336,91.04666666666667,206.16333333333333,18
194.94333333333336,91.04666666666667,206.16333333333333,0
197.01999999999998,95.36666666666666,211.87833333333333,20
197.01999999999998,95.36666666666666,211.87833333333333,6
194.31000000000003,88.22333333333334,201.72000000000003,10
194.94666666666663,94.13333333333333,213.99333333333334,8
194.94666666666663,94.13333333333333,213.99333333333334,17
194.94666666666663,94.13333333333333,213.99333333333334,0
194.73333333333335,97.94666666666666,214.84,7
194.73333333333335,97.94666666666666,214.84,14
194.73333333333335,97.94666666666666,214.84,4
199.81333333333336,96.97666666666667,204.04999999999998,14
193.04,90.41666666666667,203.20000000000002,9
193.04,90.41666666666667,203.20000000000002,7
192.83,92.47333333333334,206.16666666666666,14
192.83,92.47333333333334,206.16666666666666,2
200.66,83.96000000000001,207.01,4
194.9466666666667,90.50666666666666,207.43666666666664,14
194.9466666666667,90.50666666666666,207.43666666666664,2
192.375,93.77499999999999,201.76999999999998,12
197.01999999999998,95.36666666666666,211.87833333333333,51
197.01999999999998,95.36666666666666,211.87833333333333,0
197.01999999999998,95.36666666666666,211.87833333333333,3
194.31000000000003,88.22333333333334,201.72000000000003,25
194.31000000000003,88.22333333333334,201.72000000000003,7
194.31000000000003,88.22333333333334,201.72000000000003,2
197.805,97.705,209.55,15
192.82666666666668,92.44333333333334,211.88,0
197.06000000000003,93.16666666666667,205.74,10
197.06000000000003,93.16666666666667,205.74,7
197.06000000000003,93.16666666666667,205.74,7
197.06000000000003,93.16666666666667,205.74,12
195.36666666666667,92.58999999999999,204.47000000000003,24
195.36666666666667,92.58999999999999,204.47000000000003,8
195.36666666666667,92.58999999999999,204.47000000000003,15
191.34333333333333,93.71333333333332,203.20000000000002,20
191.34333333333333,93.71333333333332,203.20000000000002,0
195.15666666666667,94.44333333333334,207.01,6
195.15666666666667,94.44333333333334,207.01,6
194.945,96.345,206.69,4
195.58,95.13333333333333,207.01333333333332,19
198.33333333333334,100.15333333333332,208.28333333333333,5
198.33333333333334,100.15333333333332,208.28333333333333,14
197.06000000000003,93.16666666666667,205.74,4
197.06000000000003,93.16666666666667,205.74,12
197.06000000000003,93.16666666666667,205.74,0
192.82666666666668,92.44333333333334,211.88,17
192.82666666666668,92.44333333333334,211.88,20
192.82666666666668,92.44333333333334,211.88,6
197.01999999999998,95.36666666666666,211.87833333333333,7
197.01999999999998,95.36666666666666,211.87833333333333,32
197.01999999999998,95.36666666666666,211.87833333333333,4
197.01999999999998,95.36666666666666,211.87833333333333,0
193.46666666666667,89.11666666666667,204.26,42
193.46666666666667,89.11666666666667,204.26,13
193.46666666666667,89.11666666666667,204.26,10
193.46666666666667,89.11666666666667,204.26,0
188.17,86.12333333333333,200.23666666666668,19
194.94666666666663,94.13333333333333,213.99333333333334,11
194.5233333333333,92.83,212.72333333333336,10
193.04,92.44,204.67999999999998,23
193.04,92.44,204.67999999999998,1
195.15666666666667,94.44333333333334,207.01,6
195.15666666666667,94.44333333333334,207.01,0
191.98333333333335,92.06333333333333,208.27666666666667,24
199.39000000000001,91.98666666666668,210.82000000000002,5
199.39000000000001,91.98666666666668,210.82000000000002,11
192.83333333333334,92.47000000000001,205.10333333333335,11
192.83333333333334,92.47000000000001,205.10333333333335,1
192.83333333333334,92.47000000000001,205.10333333333335,5
192.83333333333334,92.47000000000001,205.10333333333335,0
192.1933333333333,89.93,202.98666666666668,23
192.1933333333333,89.93,202.98666666666668,7
192.1933333333333,89.93,202.98666666666668,11
194.31000000000003,88.22333333333334,201.72000000000003,6
194.94333333333336,91.04666666666667,206.16333333333333,5
194.73333333333335,94.87,205.3166666666667,23
194.73333333333335,94.87,205.3166666666667,9
196.85,96.91666666666667,200.02666666666664,25
196.85,96.91666666666667,200.02666666666664,11
194.95,88.58500000000001,207.01,19
194.95,88.58500000000001,207.01,3
196.42666666666665,95.83,211.66666666666666,12
196.42666666666665,95.83,211.66666666666666,0
199.17666666666665,94.19000000000001,204.89333333333335,18
194.31000000000003,92.18666666666667,205.10333333333332,22
194.31000000000003,92.18666666666667,205.10333333333332,10
194.31000000000003,92.18666666666667,205.10333333333332,12
191.98333333333335,92.06333333333333,208.27666666666667,2
197.06000000000003,93.16666666666667,205.74,17
189.2266666666667,85.36666666666666,197.06333333333336,13
194.1,94.38,202.35666666666668,21
194.1,94.38,202.35666666666668,2
194.1,94.38,202.35666666666668,4
188.17333333333332,91.42999999999999,207.01333333333332,11
195.37,92.50333333333333,203.84,20
195.37,92.50333333333333,203.84,23
195.37,92.50333333333333,203.84,5
195.36666666666667,92.58999999999999,204.47000000000003,21
195.36666666666667,92.58999999999999,204.47000000000003,5
194.94333333333336,91.04666666666667,206.16333333333333,6
196.42999999999998,95.46666666666665,205.95333333333335,24
191.76999999999998,91.265,208.28,24
191.76999999999998,91.265,208.28,3
192.83333333333334,92.47000000000001,205.10333333333335,14
192.1933333333333,89.93,202.98666666666668,15
192.1933333333333,89.93,202.98666666666668,18
195.15666666666667,94.44333333333334,207.01,6
195.15666666666667,94.44333333333334,207.01,3
195.15666666666667,94.44333333333334,207.01,7
195.15666666666667,94.44333333333334,207.01,8
193.04,90.41666666666667,203.20000000000002,23
196.16,95.72666666666667,211.03166666666667,11
194.5233333333333,92.83,212.72333333333336,30
194.5233333333333,92.83,212.72333333333336,10
194.5233333333333,92.83,212.72333333333336,8
192.82666666666668,92.44333333333334,211.88,29
193.46666666666667,89.11666666666667,204.26,9
193.46666666666667,89.11666666666667,204.26,20
193.46666666666667,89.11666666666667,204.26,4
194.94666666666663,94.13333333333333,213.99333333333334,15
194.94666666666663,94.13333333333333,213.99333333333334,4
193.03666666666666,89.93333333333334,204.4666666666667,24
191.13666666666666,93.08666666666666,211.03333333333333,9
196.42333333333332,94.34666666666668,203.62333333333333,21
196.42333333333332,94.34666666666668,203.62333333333333,10
196.42333333333332,94.34666666666668,203.62333333333333,2
193.46666666666667,89.11666666666667,204.26,22
193.46666666666667,89.11666666666667,204.26,19
193.46666666666667,89.11666666666667,204.26,12
192.375,93.975,207.16875000000002,33
196.21666666666667,95.77,210.39333333333335,13
195.15666666666667,96.00999999999999,213.99333333333334,8
197.06000000000003,93.16666666666667,205.74,22
192.82666666666668,92.46999999999998,205.95333333333335,14
189.6533333333333,89.86666666666667,204.04666666666665,6
194.31000000000003,88.22333333333334,201.72000000000003,10
194.73333333333335,94.87,205.3166666666667,24
194.73333333333335,94.87,205.3166666666667,18
194.73333333333335,94.87,205.3166666666667,5
196.85,96.91666666666667,200.02666666666664,7
196.85,96.91666666666667,200.02666666666664,0
196.85,96.91666666666667,200.02666666666664,11
196.85,96.91666666666667,200.02666666666664,0
193.03666666666666,89.93333333333334,204.4666666666667,45
193.03666666666666,89.93333333333334,204.4666666666667,0
191.38799999999998,93.05799999999999,201.42200000000003,30
191.38799999999998,93.05799999999999,201.42200000000003,0
191.13333333333333,94.74000000000001,209.34,30
191.13333333333333,94.74000000000001,209.34,1
191.13333333333333,94.74000000000001,209.34,9
189.2266666666667,85.36666666666666,197.06333333333336,29
189.2266666666667,85.36666666666666,197.06333333333336,13
192.82666666666668,92.46999999999998,205.95333333333335,22
192.82666666666668,92.46999999999998,205.95333333333335,0
194.94333333333336,91.04666666666667,206.16333333333333,7
196.42999999999998,95.46666666666665,205.95333333333335,11
193.46666666666667,89.11666666666667,204.26,22
193.675,91.325,204.47,13
194.73333333333335,94.87,205.3166666666667,18
195.79333333333332,96.64333333333333,206.58666666666667,19
190.28666666666666,88.47666666666667,200.66,7
194.1,94.38,202.35666666666668,0
191.98333333333335,92.06333333333333,208.27666666666667,10
191.98333333333335,92.06333333333333,208.27666666666667,7
191.13666666666666,93.08666666666666,211.03333333333333,7
191.13666666666666,93.08666666666666,211.03333333333333,2
197.06000000000003,93.16666666666667,205.74,12
197.06000000000003,93.16666666666667,205.74,11
197.06000000000003,93.16666666666667,205.74,16
194.31000000000003,88.22333333333334,201.72000000000003,5
194.31000000000003,88.22333333333334,201.72000000000003,3
195.15666666666667,96.00999999999999,213.99333333333334,10
199.17999999999998,96.27999999999999,216.11333333333334,26
199.17999999999998,96.27999999999999,216.11333333333334,22
189.6533333333333,89.86666666666667,204.04666666666665,28
189.6533333333333,89.86666666666667,204.04666666666665,5
189.6533333333333,89.86666666666667,204.04666666666665,5
189.6533333333333,89.86666666666667,204.04666666666665,0
189.2266666666667,85.36666666666666,197.06333333333336,24
195.58,95.13333333333333,207.01333333333332,24
191.98000000000002,91.38666666666666,200.44666666666663,9
197.90666666666667,90.62333333333333,206.58333333333334,18
190.28666666666666,88.47666666666667,200.66,5
194.1,94.38,202.35666666666668,13
196.64000000000001,88.84333333333335,207.85666666666668,6
196.64000000000001,88.84333333333335,207.85666666666668,3
192.82666666666668,92.44333333333334,211.88,22
193.675,91.325,204.47,19
193.675,91.325,204.47,30
193.675,91.325,204.47,6
191.98333333333335,92.06333333333333,208.27666666666667,12
194.9466666666667,98.24666666666667,206.37333333333333,8
194.31000000000003,88.22333333333334,201.72000000000003,7
194.31000000000003,88.22333333333334,201.72000000000003,14
194.31000000000003,88.22333333333334,201.72000000000003,3
